Назва,Адреса,46.4825,30.7233,Пн-пт,08:00–17:00,ЄДРПОУ/Ідент №,Телефони,Unnamed: 8,Unnamed: 9,100 000 ,"Сілосний, напольний",Unnamed: 12,Unnamed: 13,40 км/год,"Заднє, Бокове, гравітаційне, Шнекове, Пневматичне, Ручне",4 м,12 м,40 т,"Самоскид, зерновоз, тентовий",30 км/год,"Верхнє, бокове, Пневматичне, Шнекове, ",3.8 м,11 м,38 т,"Самоскид, зерновоз, тентовий.1",487654,25 км/год,Механічне,60 т,фронт 150 м,"піввагони, зерновози, контейнера",25 км/год.1,Механічне.1,60 т.1,фронт 150 м.1,Хопер,5 км/год,Трубопровід,річкові баржі,5 м,12 м.1,6 м,80 м,4 км/год,Крани,морські судна,7 м,15 м,7 м.1,120 м,Широта,Довгота
"ТОВ ""СПКЗ"" (м. Пирятин, Завокзальна буд.66 )","37001, Полтавська обл., Пирятинський, м. Пирятин, Завокзальна буд.66",,,,,00687340.0, (050)764-18-81,(05358)3-17-34;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.233444,32.5071926
"ТОВ ""ТД"" ПАВЛІВСЬКИЙ""","37222, Полтавська обл., Лохвицький р-н., с. Юсківці, вул. Лучанська, 1-Б",,,,,40461244.0,,(05356)9-51-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4622962,33.2852141
"ТОВ ""Торговий дім-Біопрепарат""","39053,Полтавська обл., Глобинський р-н, с. Погреби, вул. Покровська, буд. 104.",,,,,40631391.0,(050)305-88-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2485569,33.3349498
"ТОВ СП""Нібулон""","38413, Полтавська обл., Решетилівський, с.Жовтневе, вул.Степова буд.33б",,,,,14291113.0,,(05363)9-54-99; (0532)69-07-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6338242,34.1483482
"УАСП ТОВ ""КАІС""","Полтавська область, Лохвицький р-н., м.Заводське, вул. Ватутіна, буд. 2-А",,,,,20023279.0,(067)209-16-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.39612229999999,33.3912226
"УАСП ТОВ ""КАІС"" (Піски)","Полтавська обл., Лохвицький р-н., с. Піски, вул. Залізнична, 59А",,,,,20023279.0,(067)209-16-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3685752,33.453457
"УКРОЛІЯПРОДУКТ, ТДВ","38100, Полтавська обл., Зіньківський, м. Зіньків, вул. Паркова буд.146",,,,,00687267.0,,(05353)3-15-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.219085,34.35490800000001
"Волинь-зерно-продукт, ТОВ (смт. Млинів)","35100, Рівненська обл., Млинівський, смт. Млинів, вул. Покровська буд.53",,,,,31496816.0,,(03659)6-34-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.517233,25.608279
"Державна продовольчо-зернова корпорація України, ПАТ (філія Дубенський КХП)","35600, Рівненська обл., Дубно, вул. Залізнична буд.95",,,,,37243279.0,,(03656)2-31-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3840922,25.7382573
"Державна продовольчо-зернова корпорація України, ПАТ(філія Дубенський КХП, Вербс","35670, Рівненська обл., Дубенський, с. Верба, вул. Львівська буд.35",,,,,37243279.0,,(03656)2-31-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2715882,25.6055107
ДП Радивилівський КХП,"35500, Рівненська обл., Радивилівський, м. Радивилів, вул. Волковенка, 11, вул. Стрижака, 4",,,,,00955791.0,(050)375-60-77,(03633)4-77-41; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1337953,25.2334989
"Дубровицьке ХПП, ПАТ","34100, Рівненська обл., Рівненський, м. Дубровиця, вул. Залізнична буд.16",,,,,00955816.0,,(03658)2-08-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5764734,26.5706452
"Західний торгово-промисловий дім, ПрАТ","35601, Рівненська обл., Дубно, пров. Проїздний буд.11",,,,,32665494.0,,(03656)3-31-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3693864,25.7606492
"Радивилівський елеватор, ТОВ","35500, Рівненська обл., Радивилівський, м. Радивилів, вул. Паркова буд.28",,,,,35882888.0,,(05035)7-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.13800920000001,25.2501645
"Рівне-Борошно, ПРАТ","33009, Рівненська обл., Рівне, вул. Біла буд.35",,,,,31435947.0,,(0362)63-10-24; (0362)63-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6346652,26.2330396
"ТОВ ""Агрохолдинг ""Зоря""","35314, Рівненська область, Рівненський р-н, село Зоря, вулиця Промислова, 3",,,,,39148440.0,,(0362)27-92-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6656795,26.2128278
"ТОВ ""АКРІС АГРО"" (м.Здолбунів)","35705, Рівненська область, Здолбунівський р-н., м. Здолбунів, вул. Незалежності, 49",,,,,39187824.0,(067)360-56-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5210336,26.2538972
"ТОВ ""Захід агропром""","34620, Рівненська обл, Березнівський р-н, с. Малинськ, вул. Залізнична, 2Б",,,,,38176041.0,(067)553-22-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0907078,26.5512556
"ТОВ ""ІДЕК-2006""","35825, Рівненська обл., Острозький р-н, с. Верхів, вул. І. Франка, 27, 27-А, 27-Б",,,,,33840626.0,(067)905-17-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3841414,26.3135079
"ТОВ СП ""НИВА""","35601, Рівненська обл., м. Дубно, провулок Проїздний, буд. 11",,,,,32404621.0,,(03656)3-31-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3693864,25.7606492
"Агрозем, ТОВ","41430, Сумська обл., Глухівський р-н, с. Есмань, вул. Привокзальна буд.1",,,,,34171584.0,,(05444)2-32-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8077952,34.0420512
"Білопільський елеватор, ТОВ","41800, Сумська обл., Білопільський, м. Білопілля, вул. Крачківка буд.1",,,,,35943861.0,,(05443)7-15-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14940199999999,34.3175225
"Вирівське ХПП, ПрАТ","41851, Сумська обл., Білопільський р-н, с. Білани, Вул. Привокзальна буд.5",,,,,05387446.0,,(05443)9-51-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0203046,34.4114072
"ТОВ ""Вітчизна"" (с. Питомник, вул. Батуринський шлях буд.7/1)","41630, Сумська обл., Конотопський, с. Питомник, вул. Батуринський шлях буд.7/1",,,,,30490299.0,,(05447)6-00-10; (05447)6-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.26556600000001,33.1878404
"ТОВ ""Вітчизна"" ( с. Заводи, вул. Комунарівська буд.50)","41668, Сумська обл., Конотопський, с. Заводи, вул. Комунарівська буд.50",,,,,30490299.0,,(05447)6-00-10; (05447)6-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1434525,33.3806228
"Ворожбянський КХП, ТОВ","41811, Сумська обл., Білопільський, м. Ворожба, вул. Новікова буд.15",,,,,32888541.0,,(05443)7-16-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1678141,34.2355861
"Глухівський елеватор, ТОВ","41400, Сумська обл., Глухів, Індустріальна буд.4",,,,,34950527.0,,(05444)2-22-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6755159,33.94321559999999
"Державна продовольчо-зернова корпорація України, ПАТ (філія Буринський елеватор)","41700, Сумська обл., Буринський, м. Буринь, вул. Новоселівська буд.2",,,,,37243279.0,,(044)206-15-09; (05442)2-21-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2045885,33.8503037
"Державна продовольчо-зернова корпорація України, ПАТ(філія Кролевецький комбінат хлібпродуктів)","41300, Сумська обл., Кролевецький, м. Кролевець, вул. Андріївська буд.10",,,,,37243279.0,,(044)206-15-09; (05453)5-18-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.55408250000001,33.365811
"Державна продовольчо-зернова корпорація України, ПАТ(філія Сумський комбінат хлібпродуктів) (м. Суми, вул. 2-га Залізнична буд.3)","40022, Сумська обл., м. Суми, вул. 2-га Залізнична буд.3",,,,,37243279.0,,(044)206-15-09; (0542)77-52-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9077,34.7981
"Державна продовольчо-зернова корпорація України, ПАТ(філія Сумський комбінат хлібпродуктів) ( с. Степаненкове, вул. Головашівська буд.2)","42307, Сумська обл., Сумський, с. Степаненкове, вул. Головашівська буд.2",,,,,37243279.0,,(044)206-15-09; (0542)77-52-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9872559,34.5736284
"ДП ""Охтирський КХП"" (Охтирка, вул. Армійська буд.11)","42700, Сумська обл., Охтирка, вул. Армійська буд.11",,,,,00956031.0,,(05446)6-17-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3038594,34.88494
"ДП ""Охтирський КХП"" (Охтирка, вул. Залізнична буд.29, 29а)","42700, Сумська обл., Охтирка, вул. Залізнична буд.29, 29а",,,,,00956031.0,,(05446)6-17-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3192659,34.922287
"Дубов'язівський елеватор, ТОВ","41655, Сумська обл., Конотопський, смт. Дубов'язівка, вул. Трудова буд.48",,,,,34072570.0,,(05447)5-21-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1396651,33.382593
"ЗЕРНОВА ІНДУСТРІЯ, ТОВ","42325, вул. Залізнична станція, буд. 7, смт. Низи, Сумський р-н",,,,,38244520.0,(095)211-26-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.777653,34.7797447
"Краснопільське ХПП, ТОВ","42400, Сумська обл., Краснопільський, с. Самотоївка, ст. Корчаківка,",,,,,35906463.0,,(05459)7-12-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81980300000001,35.136998
"Кролевецький елеватор, ТОВ","41304, Сумська обл., Кролевецький, м. Кролевець, вул. Транспортна буд.1",,,,,36744485.0,(050)357-42-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5530802,33.3500378
"Крук, ТОВ","42200, Сумська обл., Лебедин, вул. Залізнична буд.50",,,,,22593940.0,,(05445)2-13-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5666769,34.4926455
"Лебедин, ТОВ АПК","42200, Сумська обл., Лебедин, вул. Леніна буд.102",,,,,30880624.0,,(05445)2-14-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5718842,34.4950495
"Лебединське ХПП, ПАТ","42200, Сумська обл., Лебедин, вул. Залізнична буд.46, Горячова буд. 2",,,,,00955986.0,,(05445)2-19-90; (05445)2-25-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5663578,34.4929266
"Лебединський насіннєвий завод, ПрАТ","41854, Сумська обл., Білопільський, смт. Миколаївка, ім. І.Д. Мусієнка буд.19,21,27",,,,,00388932.0,,(05443)9-73-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.952959,34.3808251
"Охтирський КХП, ДП (Філія ""Хлібна база"")","41812, Сумська обл., Білопільський, м. Ворожба, вул. Перемоги буд.19",,,,,00956031.0,,(05443)9-78-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1742496,34.2233837
"ПРАТ ""Біловодський КХП"" (с. Біловод)","42065, Сумська обл., Роменський, с. Біловод, вул. Біловодська буд.2",,,,,00955851.0,,(05448)9-38-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6684573,33.45839
"ПРАТ ""Біловодський КХП"" (с. Бобрик)","42070, Сумська обл., Роменський, с. Бобрик, вул. Біловодська буд.28а",,,,,00955851.0,,(05448)9-38-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6716242,33.5071727
"ПРАТ ""Біловодський КХП"" (с. Андріяшівка)","42087, Сумська обл., Роменський, с. Андріяшівка, вул. Київська буд.218",,,,,00955851.0,,(05448)9-38-08; (05448)9-33-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5700447,33.3703925
ПрАТ Кириківське ХПП,"42831, Сумська обл., Великописарівський, смт. Кириківка, пров. Вокзальний буд.6",,,,,00955963.0,,(05457)5-31-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3601423,35.119888
"ПСП ""Слобожанщина Агро""","Сумська обл., Недригайлівський р-н., смт. Терни, вул. Тельмана, 8",,,,,03800113.0,(050)517-91-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9844943,33.9407984
"Сумський ККЗ, ПрАТ","42303, Сумська обл., Сумський, с. Стецьківка, вул. Ювілейна буд.1",,,,,00686339.0,,(0542)69-36-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0044919,34.76022
"ТОВ ""АГРО-ПОЛІС"" (м. Конотоп)","41600, Сумська обл., м. Конотоп, вул. Генерала Тхора, 99",,,,,37052185.0,,(05447)2-50-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2309965,33.2134407
"ТОВ ""АГРО-ПОЛІС"" (Батуринський шлях, с-ще. Питомник,)","41630, Батуринський шлях, буд. 5, буд. 5-А, с-ще. Питомник, Конотопський р-н., Сумська обл.",,,,,37052185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.26556600000001,33.1878404
"ТОВ ""АГРО-ПОЛІС"" (смт. Дубов'язівка)","41655, Сумська область, Конотопський р-н., смт. Дубов'язівка, вул. Трудова, 36",,,,,37052185.0,,(05447)2-50-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1396651,33.382593
"ТОВ ""Агротермінал Констракшин""","42305, Сумська обл.,Сумський р-н., смт. Степанівка, вул. Заводська, 1",,,,,39838125.0,,(044)585-24-49; (0542)65-01-09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9400402,34.6323712
"ТОВ ""Аліанс-Мєдіа ЛТД""","42356, Сумська обл., Сумський р-н., с. Нижня Сироватка, вул. Сумська, 41",,,,,40703041.0,,(0542)78-00-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7887684,34.8360274
"ТОВ ""КОНОНІВСЬКИЙ ЕЛЕВАТОР"" (Тростянецька дільниця)","42600, Сумська обл., м. Тростянець, вул. Гришина, 26 А",,,,,32284263.0,,(05458)5-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4733423,34.9762411
"ТОВ ""Кролевецький комбікормовий завод""","41300, Сумська обл., м. Кролевець, вул. Транспортна, 34",,,,,00686279.0,(067)540-18-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5513245,33.3502452
"ТОВ ""Урожайна країна""","42087, Сумська область, Роменський район, с. Андріяшівка, вул. Київська, 175-А/1",,,,,37078234.0,(050)441-68-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5700447,33.3703925
"ТОВ ""Шалигинське""","41400, Сумська область, м. Глухів, вул. Рильський шлях, буд. 1А",,,,,03778295.0,(066)164-48-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6687012,33.975126
"ТОВ ""Шосткинський елеватор""","41100, Сумська обл., м. Шостка, вул. Гагаріна, буд. 1/175",,,,,38209328.0,,(05449)2-38-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8821306,33.4576878
"Улянівський зернокомплекс АСГ, ТОВ","41856, Сумська обл., Білопільський, смт. Улянівка, вул. Суворова буд.57а",,,,,30952714.0,(067)537-69-19,(05443)9-33-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9699016,34.2808646
"Хліб України Роменський КХП, ДП ДАК","42006, Сумська обл., Ромни, вул. Прокопенка буд.10",,,,,00955880.0,,(05448)3-22-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75303840000001,33.462901
"Шосткинське ХПП, ПрАТ","41100, Сумська обл., Шостка, вул. Кожедуба буд.1",,,,,00955928.0,,(05449)2-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8626504,33.470927
"Агропродсервіс, ПАП","47600, Тернопільська обл., Козівський, смт. Козова, вул. П. Думки буд.5",,,,,30356854.0,,(03547)2-12-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4305736,25.1580826
"Агропродсервіс, ПАП (с. Яструбове)","47661, Тернопільська обл., Козівський, с. Яструбове, вул. Промислова буд.2",,,,,30356854.0,,(03547)2-14-01; (0352)49-80-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4655388,25.3571916
"Агропродсервіс, ПрАТ (Насіннєвий завод)","47734, Тернопільська обл., Тернопільський, село Настасів, вул. Плебанівка, буд. 712/3А",,,,,30356854.0,,(0352)49-80-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4242351,25.5098998
"АП Агро-Дружба, ПП","48130, Тернопільська обл., Теребовлянський р-н., смт. Дружба, вул. Л. Українки буд.13/1",,,,,37625037.0,,(03551)6-12-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3685013,25.6437057
